Title,URL handle,Description,Vendor,Product category,Type,Tags,Published on online store,Status,SKU,Barcode,Option1 name,Option1 value,Option1 Linked To,Option2 name,Option2 value,Option2 Linked To,Option3 name,Option3 value,Option3 Linked To,Price,Compare-at price,Cost per item,Charge tax,Tax code,Unit price total measure,Unit price total measure unit,Unit price base measure,Unit price base measure unit,Inventory tracker,Inventory quantity,Continue selling when out of stock,Weight value (grams),Weight unit for display,Requires shipping,Fulfillment service,Product image URL,Image position,Image alt text,Variant image URL,Gift card,SEO title,SEO description,Color (product.metafields.shopify.color-pattern),Google Shopping / Google product category,Google Shopping / Gender,Google Shopping / Age group,Google Shopping / Manufacturer part number (MPN),Google Shopping / Ad group name,Google Shopping / Ads labels,Google Shopping / Condition,Google Shopping / Custom product,Google Shopping / Custom label 0,Google Shopping / Custom label 1,Google Shopping / Custom label 2,Google Shopping / Custom label 3,Google Shopping / Custom label 4
,carplay-installation-bmw,,,,,,,,MG-SVC-CP-BMW-EVO,,,NBT EVO (ID4–ID6),,,,,,,,350.00,,,TRUE,,,,,,,,CONTINUE,,,FALSE,manual,,,,,,,,,,,,,,,,,,,,,
,carplay-installation-bmw,,,,,,,,MG-SVC-CP-BMW-ID7,,,iDrive 7 (ID7),,,,,,,,350.00,,,TRUE,,,,,,,,CONTINUE,,,FALSE,manual,,,,,,,,,,,,,,,,,,,,,
,carplay-installation-bmw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/c67c38_9f66ce5182fa4d39be339a5217ee9483~mv2.jpeg,2,"MG Car Audio showroom in Dublin 12, with head units, speakers and accessories on the wall",,,,,,,,,,,,,,,,,,
Android Auto Installation – BMW iDrive 7 (ID7),android-auto-installation-bmw-id7,"<p><strong>Your perfect Android friend on screen.</strong> We enable Android Auto on your BMW's iDrive 7 system so your Android phone gives you hands-free navigation, music streaming and your favourite apps, while your BMW keeps its sleek factory look.</p><h3>Why drivers choose it</h3><ul><li>Google Maps and Waze on the factory widescreen</li><li>Spotify, YouTube Music and podcasts through your BMW's speakers</li><li>Hands-free calls and messages with Google Assistant</li><li>Uses the iDrive controller, touchscreen and steering wheel buttons</li></ul><h3>What's included</h3><ul><li>Check of your iDrive 7 software version</li><li>Android Auto activation and set-up</li><li>Test of calls, audio and controls</li><li>Pairing your phone before you leave</li></ul><h3>Good to know</h3><ul><li>Fitting takes about 1 hour</li><li>For BMWs with iDrive 7 (Operating System 7), usually built from 2019, such as the 1 Series (F40), 3 Series (G20/G21), 5 Series (G30/G31), X3 (G01), X5 (G05) and Z4 (G29)</li><li>Older iDrive? See CarPlay Installation – BMW, or our wireless CarPlay and Android Auto interfaces</li></ul><h3>Fitted at our Dublin 12 workshop</h3><p>Book your slot online and we'll look after the rest at our workshop in Ballymount, Dublin 12 (Mon–Fri 9:30am–7pm, Sat 11am–7pm, Sun by appointment). A <strong>€50 deposit</strong> secures your slot and comes off your final bill. Not sure this is the right service for your car? Send us your reg and a photo of your dash on WhatsApp and we'll point you to the right one.</p>",MG Car Audio,,Installation,"carplay-android-auto, installation-services, best-sellers, make:BMW, type:installation, android-auto",TRUE,Active,MG-SVC-AA-BMW-ID7,,Title,Default Title,,,,,,,,299.00,,,TRUE,,,,,,,,CONTINUE,,,FALSE,manual,https://static.wixstatic.com/media/c67c38_a8ae81884fca446a99f1d17b50a9fc1c~mv2.png,1,Widescreen dashboard display running Android Auto with Google Maps and Spotify,,FALSE,"BMW iDrive 7 Android Auto Installation, €299 | MG Car Audio","Android Auto enabled on your BMW iDrive 7 (ID7) for €299. Google Maps, music and calls on the factory screen. About an hour at our Dublin 12 workshop.",,,,,,,,,,,,,,
Android Radio Installation,android-radio-installation,"<p><strong>Bought an Android touchscreen radio? We'll fit it properly.</strong> Expert installation of your car radio system at our Dublin 12 workshop, with a clean finish and everything tested.</p><h3>What's included</h3><ul><li>Careful removal of your old radio</li><li>Fitting your Android radio into its fascia kit</li><li>Connecting power, speakers, aerial, GPS antenna, microphone and USB</li><li>Connecting steering wheel controls and a reversing camera where your kit supports them</li><li>Set-up, phone pairing and a full test before you leave</li></ul><h3>Good to know</h3><ul><li>Fitting takes about 1 hour 30 minutes</li><li>This is a fitting-only service: you supply the radio, fascia kit and harness for your car</li><li>Don't have a radio yet? Our 9"" Android double-DIN radio is ready to fit</li><li>Send us your reg and a photo of your dash and we'll check your parts before you book</li></ul><h3>Fitted at our Dublin 12 workshop</h3><p>Book your slot online and we'll look after the rest at our workshop in Ballymount, Dublin 12 (Mon–Fri 9:30am–7pm, Sat 11am–7pm, Sun by appointment). A <strong>€50 deposit</strong> secures your slot and comes off your final bill. Not sure this is the right service for your car? Send us your reg and a photo of your dash on WhatsApp and we'll point you to the right one.</p>",MG Car Audio,,Installation,"android-radios, installation-services, make:Universal, type:installation",TRUE,Active,MG-SVC-RADIO,,Title,Default Title,,,,,,,,150.00,,,TRUE,,,,,,,,CONTINUE,,,FALSE,manual,https://static.wixstatic.com/media/c67c38_5bc2192defd241cfa481482e85e323f4~mv2.jpg,1,Car centre console with a head unit fitted between the air vents,,FALSE,"Android Radio Fitting in Dublin, €150 | MG Car Audio","Professional fitting for your Android touchscreen radio for €150: wiring, steering controls, camera and set-up. About 1.5 hours at our Dublin 12 workshop.",,,,,,,,,,,,,,
,android-radio-installation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://static.wixstatic.com/media/c67c38_08d9d90c4e7e4fbb8a59abd6019c2342~mv2.jpg,2,"Standard single-DIN car radio, the kind of unit an Android touchscreen replaces",,,,,,,,,,,,,,,,,,
BMW iDrive 7 Video in Motion,bmw-idrive7-video-in-motion,"<p><strong>Unlock your BMW's entertainment system for your passengers.</strong> We enable video playback on the move on iDrive 7, so the front passenger can enjoy films and clips on long journeys.</p><h3>What's included</h3><ul><li>Check of your iDrive 7 software version</li><li>Video in motion enabled on your iDrive 7 system</li><li>Test of video playback and all screen functions</li></ul><h3>Good to know</h3><ul><li>About 1 hour at our workshop</li><li>For BMWs with iDrive 7 (ID7), usually built from 2019</li><li>For passenger use only. The driver must never watch video while driving</li></ul><h3>Fitted at our Dublin 12 workshop</h3><p>Book your slot online and we'll look after the rest at our workshop in Ballymount, Dublin 12 (Mon–Fri 9:30am–7pm, Sat 11am–7pm, Sun by appointment). A <strong>€50 deposit</strong> secures your slot and comes off your final bill. Not sure this is the right service for your car? Send us your reg and a photo of your dash on WhatsApp and we'll point you to the right one.</p>",MG Car Audio,,Installation,"installation-services, make:BMW, type:installation",TRUE,Active,MG-SVC-VIM-BMW-ID7,,Title,Default Title,,,,,,,,149.00,,,TRUE,,,,,,,,CONTINUE,,,FALSE,manual,https://static.wixstatic.com/media/c67c38_a37dca29310e41c9a3845bd6232bfa53~mv2.png,1,"BMW widescreen iDrive display showing Apple CarPlay with maps, music and messages",,FALSE,"BMW iDrive 7 Video in Motion, €149 | MG Car Audio","Video in motion for BMW iDrive 7 (ID7) for €149, so passengers can watch on the move. Enabled at our Dublin 12 workshop. Passenger use only.",,,,,,,,,,,,,,
BMW Japan-to-Europe Conversion,bmw-japan-to-europe-conversion,"<p><strong>Seamlessly localise your imported BMW's software and navigation.</strong> A professional conversion for BMWs imported from Japan: we update the infotainment system, re-code the navigation for European maps and adjust the software settings to local standards.</p><h3>What's included</h3><ul><li>Region coding of your iDrive system to European specification</li><li>European navigation maps</li><li>English menus and voice guidance</li><li>FM radio moved to the European band (87.5–108 MHz)</li><li>Local regional settings, plus a check of all iDrive functions</li></ul><h3>Good to know</h3><ul><li>Takes about 2 hours</li><li>For most Japanese-market BMWs. Send us your reg or VIN and we'll confirm your car is compatible before you book</li></ul><h3>Fitted at our Dublin 12 workshop</h3><p>Book your slot online and we'll look after the rest at our workshop in Ballymount, Dublin 12 (Mon–Fri 9:30am–7pm, Sat 11am–7pm, Sun by appointment). A <strong>€50 deposit</strong> secures your slot and comes off your final bill. Not sure this is the right service for your car? Send us your reg and a photo of your dash on WhatsApp and we'll point you to the right one.</p>",MG Car Audio,,Installation,"installation-services, japan-to-europe, make:BMW, type:installation",TRUE,Active,MG-SVC-J2E-BMW,,Title,Default Title,,,,,,,,450.00,,,TRUE,,,,,,,,CONTINUE,,,FALSE,manual,https://static.wixstatic.com/media/c67c38_ecaab01d8d9247cf9eb5fdb58b84d3fd~mv2.png,1,"MG Car Audio graphic: BMW Japan-to-Europe conversion, from Japanese to European settings",,FALSE,"BMW Japan-to-Europe Conversion, €450 | MG Car Audio","Convert your Japanese-import BMW to European spec for €450: maps, English menus, EU radio band and regional settings. About 2 hours in Dublin 12.",,,,,,,,,,,,,,
Mercedes-Benz Japan-to-Europe Conversion,mercedes-japan-to-europe-conversion,"<p><strong>Localise your Mercedes infotainment for European standards.</strong> We convert Japanese-spec head units to European specification, updating the navigation maps, radio frequency range and system language so your import works perfectly on Irish roads.</p><h3>What's included</h3><ul><li>Conversion of your head unit software to European specification</li><li>European navigation maps</li><li>English system language</li><li>FM radio moved to the European band (87.5–108 MHz)</li></ul><h3>Good to know</h3><ul><li>Takes about 2 hours</li><li>Your head unit must be compatible with the software update. Send us your reg or VIN and we'll check before you book</li></ul><h3>Fitted at our Dublin 12 workshop</h3><p>Book your slot online and we'll look after the rest at our workshop in Ballymount, Dublin 12 (Mon–Fri 9:30am–7pm, Sat 11am–7pm, Sun by appointment). A <strong>€50 deposit</strong> secures your slot and comes off your final bill. Not sure this is the right service for your car? Send us your reg and a photo of your dash on WhatsApp and we'll point you to the right one.</p>",MG Car Audio,,Installation,"installation-services, japan-to-europe, make:Mercedes-Benz, type:installation",TRUE,Active,MG-SVC-J2E-MB,,Title,Default Title,,,,,,,,450.00,,,TRUE,,,,,,,,CONTINUE,,,FALSE,manual,https://static.wixstatic.com/media/c67c38_09bdf2daf636454e9f123d55abeed61e~mv2.png,1,MG Car Audio graphic: Mercedes-Benz Japan-to-Europe conversion services,,FALSE,"Mercedes Japan-to-Europe Conversion, €450 | MG Car Audio","Convert your Japanese-import Mercedes-Benz head unit to European spec for €450: maps, English language and EU radio band. At our Dublin 12 workshop.",,,,,,,,,,,,,,
Volkswagen Japan-to-Europe Conversion,vw-japan-to-europe-conversion,"<p><strong>Upgrade your VW import to European standards.</strong> An expert conversion for Volkswagens imported from Japan: we update your head unit, radio frequencies and navigation maps so everything works as it should here.</p><h3>What's included</h3><ul><li>Head unit software updated to European specification</li><li>European navigation maps</li><li>English menus</li><li>FM radio moved to the European band (87.5–108 MHz)</li></ul><h3>Good to know</h3><ul><li>Takes about 2 hours</li><li>For MIB head units in 2012–2018 models only</li><li>Send us your reg and a photo of your screen and we'll confirm your unit before you book</li></ul><h3>Fitted at our Dublin 12 workshop</h3><p>Book your slot online and we'll look after the rest at our workshop in Ballymount, Dublin 12 (Mon–Fri 9:30am–7pm, Sat 11am–7pm, Sun by appointment). A <strong>€50 deposit</strong> secures your slot and comes off your final bill. Not sure this is the right service for your car? Send us your reg and a photo of your dash on WhatsApp and we'll point you to the right one.</p>",MG Car Audio,,Installation,"installation-services, japan-to-europe, make:Volkswagen, type:installation",TRUE,Active,MG-SVC-J2E-VW,,Title,Default Title,,,,,,,,350.00,,,TRUE,,,,,,,,CONTINUE,,,FALSE,manual,https://static.wixstatic.com/media/c67c38_6cbeac468066461db525fae46c3c1981~mv2.png,1,"MG Car Audio graphic: Volkswagen Japan-to-Europe conversion of radio, maps and settings",,FALSE,"VW Japan-to-Europe Conversion, €350 | MG Car Audio","Convert your Japanese-import Volkswagen MIB head unit (2012–2018) to European spec for €350: maps, English menus and EU radio band. In Dublin 12.",,,,,,,,,,,,,,
Radio Frequency Conversion (Japan to Europe),radio-frequency-conversion-japan-to-europe,"<p><strong>Unlock local radio stations in your imported Japanese car.</strong> Japanese radios only tune 76–90 MHz, so most Irish stations are missing. We modify your radio to receive the full European FM band (87.5–108 MHz) while keeping the sound quality you'd expect.</p><h3>What's included</h3><ul><li>Conversion of your car radio to the European FM band</li><li>Station search and presets set up for your area</li><li>Sound check before you leave</li></ul><h3>Good to know</h3><ul><li>Takes about 1 hour</li><li>For imported Japanese cars such as Toyota, Lexus, Nissan, Honda and Mazda</li><li>Also want English menus and European maps? Ask about our full Japan-to-Europe conversions</li></ul><h3>Fitted at our Dublin 12 workshop</h3><p>Book your slot online and we'll look after the rest at our workshop in Ballymount, Dublin 12 (Mon–Fri 9:30am–7pm, Sat 11am–7pm, Sun by appointment). A <strong>€50 deposit</strong> secures your slot and comes off your final bill. Not sure this is the right service for your car? Send us your reg and a photo of your dash on WhatsApp and we'll point you to the right one.</p>",MG Car Audio,,Installation,"installation-services, japan-to-europe, make:Toyota, make:Lexus, make:Nissan, make:Honda, make:Mazda, type:installation",TRUE,Active,MG-SVC-RF-J2E,,Title,Default Title,,,,,,,,150.00,,,TRUE,,,,,,,,CONTINUE,,,FALSE,manual,https://static.wixstatic.com/media/c67c38_e66ffa12a2d346d589b8e0995672474c~mv2.png,1,MG Car Audio graphic: radio frequency change from the Japanese to the Irish FM band,,FALSE,Japan-to-Europe Radio Frequency Conversion | MG Car Audio,Imported Japanese car? We convert your radio to the European FM band (87.5–108 MHz) for €150 so you get every Irish station. About an hour in Dublin 12.,,,,,,,,,,,,,,
Reverse Camera Installation,reverse-camera-installation,"<p><strong>Park with confidence.</strong> We supply and install a high-quality reverse camera that works with your factory or aftermarket screen, giving you a clear view behind the car every time you select reverse.</p><h3>Why drivers choose it</h3><ul><li>Crystal-clear HD camera image</li><li>Switches on automatically when you select reverse</li><li>OEM-style integration with compatible factory screens, including BMW iDrive and Audi MMI</li><li>Static or dynamic parking guidelines, where supported</li><li>Works with Apple CarPlay and Android Auto head units</li></ul><h3>What's included</h3><ul><li>HD reverse camera for your car (choose your make above)</li><li>Connection to your factory or aftermarket screen</li><li>Professional hidden wiring for a factory-style finish</li><li>Full test before you leave</li></ul><h3>Good to know</h3><ul><li>Prices are supply and fit for BMW, Audi, Volkswagen and Honda</li><li>Another make? Send us your reg for a quote</li></ul><h3>Fitted at our Dublin 12 workshop</h3><p>Book your slot online and we'll look after the rest at our workshop in Ballymount, Dublin 12 (Mon–Fri 9:30am–7pm, Sat 11am–7pm, Sun by appointment). A <strong>€50 deposit</strong> secures your slot and comes off your final bill. Not sure this is the right service for your car? Send us your reg and a photo of your dash on WhatsApp and we'll point you to the right one.</p>",MG Car Audio,,Installation,"reverse-cameras, installation-services, make:BMW, make:Audi, make:Volkswagen, make:Honda, type:installation",TRUE,Active,MG-SVC-CAM-BMW,,Car make,BMW,,,,,,,,750.00,,,TRUE,,,,,,,,CONTINUE,,,FALSE,manual,https://static.wixstatic.com/media/c67c38_9f66ce5182fa4d39be339a5217ee9483~mv2.jpeg,1,"MG Car Audio showroom in Dublin 12, with head units, speakers and accessories on the wall",,FALSE,Reverse Camera Installation Dublin | MG Car Audio,"Reverse camera supplied and fitted with a factory-style finish: BMW €750, Audi €699, VW €650, Honda €399. HD image and hidden wiring. Dublin 12.",,,,,,,,,,,,,,
,reverse-camera-installation,,,,,,,,MG-SVC-CAM-AUDI,,,Audi,,,,,,,,699.00,,,TRUE,,,,,,,,CONTINUE,,,FALSE,manual,,,,,,,,,,,,,,,,,,,,,
,reverse-camera-installation,,,,,,,,MG-SVC-CAM-VW,,,Volkswagen,,,,,,,,650.00,,,TRUE,,,,,,,,CONTINUE,,,FALSE,manual,,,,,,,,,,,,,,,,,,,,,
,reverse-camera-installation,,,,,,,,MG-SVC-CAM-HONDA,,,Honda,,,,,,,,399.00,,,TRUE,,,,,,,,CONTINUE,,,FALSE,manual,,,,,,,,,,,,,,,,,,,,,
Booking deposit – secures your fitting slot,booking-deposit,"<p><strong>Secure your appointment with MG Car Audio.</strong> A €50 booking deposit confirms your appointment and lets us reserve workshop time for your car, and have any parts or equipment for your installation ready.</p><h3>What's included</h3><ul><li>A reserved fitting slot at our Dublin 12 workshop</li><li>Parts and equipment for your job prepared before you arrive</li><li>The full €50 taken off your final invoice on the day</li></ul><h3>Please note</h3><ul><li>The €50 deposit is deducted from your final invoice on the day of your appointment</li><li>Deposits are non-refundable if you don't attend, or if you cancel with less than 48 hours' notice</li><li>Need to reschedule? Contact us at least 48 hours before your appointment and we'll gladly move your deposit to a new date</li><li>The balance is payable once the work is complete</li></ul><h3>Fitted at our Dublin 12 workshop</h3><p>After you pay, we'll be in touch to confirm your date and time. Unit 3, Ballymount Business Centre, Ballymount Road Lower, Dublin 12, D12 YX27. Mon–Fri 9:30am–7pm, Sat 11am–7pm, Sun by appointment.</p>",MG Car Audio,,Installation,booking-deposit,TRUE,Active,MG-DEPOSIT-50,,Title,Default Title,,,,,,,,50.00,,,TRUE,,,,,,,,CONTINUE,,,FALSE,manual,https://static.wixstatic.com/media/c67c38_9f66ce5182fa4d39be339a5217ee9483~mv2.jpeg,1,"MG Car Audio showroom in Dublin 12, with head units, speakers and accessories on the wall",,FALSE,"Booking Deposit, €50 | MG Car Audio","Secure your fitting slot at MG Car Audio, Dublin 12, with a €50 deposit. It comes off your final bill. Reschedule free with 48 hours' notice.",,,,,,,,,,,,,,
